mu sigma alpha beta het how
-0.0008189556 0.0001405906 -2.0 1000 0.000091640814 rai
-0.0008189556 0.0001405906 -2.0 3000 0.000395880585 rai
-0.0008189556 0.0001405906 -2.0 5000 0.001008470733 rai
-0.0008189556 0.0001405906 -2.0 7000 0.001301931184 rai
-0.0008189556 0.0001405906 -4.0 0 0.000052518737 rai
-0.0008189556 0.0001405906 -4.0 1000 0.000091242770 rai
-0.0008189556 0.0001405906 -4.0 3000 0.000399694341 rai
-0.0008189556 0.0001405906 -4.0 5000 0.001016445612 rai
-0.0008189556 0.0001405906 -4.0 7000 0.001302005624 rai
-0.0008189556 0.0001885849 0.0 0 0.000062268490 rai
-0.0008189556 0.0001885849 0.0 1000 0.000100024493 rai
-0.0008189556 0.0001885849 0.0 3000 0.000361165480 rai
-0.0008189556 0.0001885849 0.0 5000 0.000902230669 rai
-0.0008189556 0.0001885849 0.0 7000 0.001262690444 rai
-0.0008189556 0.0001885849 -2.0 0 0.000051046392 rai
-0.0008189556 0.0001885849 -2.0 1000 0.000091590807 rai
-0.0008189556 0.0001885849 -2.0 3000 0.000413587630 rai
-0.0008189556 0.0001885849 -2.0 5000 0.001020403813 rai
-0.0008189556 0.0001885849 -2.0 7000 0.001286298279 rai
-0.0008189556 0.0001885849 -4.0 0 0.000050661337 rai
-0.0008189556 0.0001885849 -4.0 1000 0.000090744612 rai
-0.0008189556 0.0001885849 -4.0 3000 0.000420260830 rai
-0.0008189556 0.0001885849 -4.0 5000 0.001030321167 rai
-0.0008189556 0.0001885849 -4.0 7000 0.001286489380 rai
-0.0008189556 0.0002529633 0.0 0 0.000134653601 fedya
-0.0008189556 0.0002529633 0.0 1000 0.000113720867 fedya
-0.0008189556 0.0002529633 0.0 3000 0.000393002475 fedya
-0.0008189556 0.0002529633 0.0 5000 0.000968267791 fedya
-0.0008189556 0.0002529633 0.0 7000 0.001292693417 fedya
-0.0008189556 0.0002529633 -2.0 0 0.000049519672 rai
-0.0008189556 0.0002529633 -2.0 1000 0.000090258936 rai
-0.0008189556 0.0002529633 -2.0 3000 0.000442194527 rai
-0.0008189556 0.0002529633 -2.0 5000 0.001026876366 rai
-0.0008189556 0.0002529633 -2.0 7000 0.001266103123 rai
-0.0008189556 0.0002529633 -4.0 0 0.000048649224 rai
-0.0008189556 0.0002529633 -4.0 1000 0.000090219388 rai
-0.0008189556 0.0002529633 -4.0 3000 0.000446642155 rai
-0.0008189556 0.0002529633 -4.0 5000 0.001042648155 rai
-0.0008189556 0.0002529633 -4.0 7000 0.001268919741 rai
-0.0008189556 0.0003393191 0.0 0 0.000362449866 fedya
-0.0008189556 0.0003393191 0.0 1000 0.000432131797 fedya
-0.0008189556 0.0003393191 0.0 3000 0.000719714126 fedya
-0.0008189556 0.0003393191 0.0 5000 0.001327743500 fedya
-0.0008189556 0.0003393191 0.0 7000 0.001546161210 fedya
-0.0008189556 0.0003393191 -2.0 0 0.000047565186 rai
-0.0008189556 0.0003393191 -2.0 1000 0.000090089258 rai
-0.0008189556 0.0003393191 -2.0 3000 0.000477459553 rai
-0.0008189556 0.0003393191 -2.0 5000 0.001027640632 rai
-0.0008189556 0.0003393191 -2.0 7000 0.001238312416 rai
-0.0008189556 0.0003393191 -4.0 0 0.000046013213 rai
-0.0008189556 0.0003393191 -4.0 1000 0.000089838759 rai
-0.0008189556 0.0003393191 -4.0 3000 0.000486642177 rai
-0.0008189556 0.0003393191 -4.0 5000 0.001047604663 rai
-0.0008189556 0.0003393191 -4.0 7000 0.001241441431 rai
-0.0008189556 0.0004551546 0.0 0 0.001522567570 fedya
-0.0008189556 0.0004551546 0.0 1000 0.001736955120 fedya
-0.0008189556 0.0004551546 0.0 3000 0.001791094720 fedya
-0.0008189556 0.0004551546 0.0 5000 0.002688388860 fedya
-0.0008189556 0.0004551546 0.0 7000 0.002925784910 fedya
-0.0008189556 0.0004551546 -2.0 0 0.000045985742 rai
-0.0008189556 0.0004551546 -2.0 1000 0.000091526667 rai
-0.0008189556 0.0004551546 -2.0 3000 0.000519173021 rai
-0.0008189556 0.0004551546 -2.0 5000 0.001020802966 rai
-0.0008189556 0.0004551546 -2.0 7000 0.001200561583 rai
-0.0008189556 0.0004551546 -4.0 0 0.000043212896 rai
-0.0008189556 0.0004551546 -4.0 1000 0.000089778850 rai
-0.0008189556 0.0004551546 -4.0 3000 0.000531833253 rai
-0.0008189556 0.0004551546 -4.0 5000 0.001043679055 rai
-0.0008189556 0.0004551546 -4.0 7000 0.001203791749 rai
-0.0008189556 0.0006105337 -2.0 0 0.000042976598 fedya
-0.0008189556 0.0006105337 -2.0 1000 0.000095453074 fedya
-0.0008189556 0.0006105337 -2.0 3000 0.000568547734 fedya
-0.0008189556 0.0006105337 -2.0 5000 0.001036415995 fedya
-0.0008189556 0.0006105337 -2.0 7000 0.001215875516 fedya
-0.0008189556 0.0006105337 -4.0 0 0.000040549903 rai
-0.0008189556 0.0006105337 -4.0 1000 0.000090756530 rai
-0.0008189556 0.0006105337 -4.0 3000 0.000580430324 rai
-0.0008189556 0.0006105337 -4.0 5000 0.001028364859 rai
-0.0008189556 0.0006105337 -4.0 7000 0.001162382985 rai
-0.0008189556 0.0008189556 -2.0 0 0.000081519930 fedya
-0.0008189556 0.0008189556 -2.0 1000 0.000183625470 fedya
-0.0008189556 0.0008189556 -2.0 3000 0.000698128139 fedya
-0.0008189556 0.0008189556 -2.0 5000 0.001135201451 fedya
-0.0008189556 0.0008189556 -2.0 7000 0.001250985220 fedya
-0.0008189556 0.0008189556 -4.0 0 0.000037466915 rai
-0.0008189556 0.0008189556 -4.0 1000 0.000094833690 rai
-0.0008189556 0.0008189556 -4.0 3000 0.000624212479 rai
-0.0008189556 0.0008189556 -4.0 5000 0.001002154806 rai
-0.0008189556 0.0008189556 -4.0 7000 0.001111148193 rai
-0.0008189556 0.0010985278 -2.0 0 0.000423487814 fedya
-0.0008189556 0.0010985278 -2.0 1000 0.000340574656 fedya
-0.0008189556 0.0010985278 -2.0 3000 0.000968675230 fedya
-0.0008189556 0.0010985278 -2.0 5000 0.001480387680 fedya
-0.0008189556 0.0010985278 -2.0 7000 0.001494257170 fedya
-0.0008189556 0.0010985278 -4.0 0 0.000033411000 fedya
-0.0008189556 0.0010985278 -4.0 1000 0.000109619336 fedya
-0.0008189556 0.0010985278 -4.0 3000 0.000664670527 fedya
-0.0008189556 0.0010985278 -4.0 5000 0.001037991420 fedya
-0.0008189556 0.0010985278 -4.0 7000 0.001140413636 fedya
-0.0008189556 0.0014735393 -2.0 0 0.000803838625 fedya
-0.0008189556 0.0014735393 -2.0 1000 0.001062838355 fedya
-0.0008189556 0.0014735393 -2.0 3000 0.001781839630 fedya
-0.0008189556 0.0014735393 -2.0 5000 0.002057771370 fedya
-0.0008189556 0.0014735393 -2.0 7000 0.002083239240 fedya
-0.0008189556 0.0014735393 -4.0 0 0.000034525933 fedya
-0.0008189556 0.0014735393 -4.0 1000 0.000130583939 fedya
-0.0008189556 0.0014735393 -4.0 3000 0.000747334603 fedya
-0.0008189556 0.0014735393 -4.0 5000 0.000990101252 fedya
-0.0008189556 0.0014735393 -4.0 7000 0.001067227513 fedya
-0.0008189556 0.0019765710 -2.0 0 0.001196769888 fedya
-0.0008189556 0.0019765710 -2.0 1000 0.001394239626 fedya
-0.0008189556 0.0019765710 -2.0 3000 0.002541363670 fedya
-0.0008189556 0.0019765710 -2.0 5000 0.002843564520 fedya
-0.0008189556 0.0019765710 -2.0 7000 0.002884632750 fedya
-0.0008189556 0.0019765710 -4.0 0 0.000213646996 fedya
-0.0008189556 0.0019765710 -4.0 1000 0.000319889412 fedya
-0.0008189556 0.0019765710 -4.0 3000 0.000847722653 fedya
-0.0008189556 0.0019765710 -4.0 5000 0.000992775907 fedya
-0.0008189556 0.0019765710 -4.0 7000 0.001191191769 fedya
-0.0008189556 0.0026513259 -4.0 0 0.000288456864 fedya
-0.0008189556 0.0026513259 -4.0 1000 0.000656024139 fedya
-0.0008189556 0.0026513259 -4.0 3000 0.001050174989 fedya
-0.0008189556 0.0026513259 -4.0 5000 0.001402656530 fedya
-0.0008189556 0.0026513259 -4.0 7000 0.001363460954 fedya
-0.0008189556 0.0035564262 -4.0 0 0.000511930195 fedya
-0.0008189556 0.0035564262 -4.0 1000 0.001031549190 fedya
-0.0008189556 0.0035564262 -4.0 3000 0.001495956450 fedya
-0.0008189556 0.0035564262 -4.0 5000 0.001761730830 fedya
-0.0008189556 0.0035564262 -4.0 7000 0.001936705120 fedya
-0.0008189556 0.0047705064 -4.0 0 0.000947170672 fedya
-0.0008189556 0.0047705064 -4.0 1000 0.001452397058 fedya
-0.0008189556 0.0047705064 -4.0 3000 0.002083985800 fedya
-0.0008189556 0.0047705064 -4.0 5000 0.002221704220 fedya
-0.0008189556 0.0047705064 -4.0 7000 0.002237847320 fedya
-0.0008189556 0.0063990452 -4.0 0 0.001369792624 fedya
-0.0008189556 0.0063990452 -4.0 1000 0.001821126120 fedya
-0.0008189556 0.0063990452 -4.0 3000 0.002386294500 fedya
-0.0008189556 0.0063990452 -4.0 5000 0.002871684580 fedya
-0.0008189556 0.0063990452 -4.0 7000 0.002820835020 fedya
-0.0008189556 0.0085835287 -4.0 0 0.001510296713 fedya
-0.0008189556 0.0085835287 -4.0 1000 0.002282586650 fedya
-0.0008189556 0.0085835287 -4.0 3000 0.003051615550 fedya
-0.0008189556 0.0085835287 -4.0 5000 0.003309110000 fedya
-0.0008189556 0.0085835287 -4.0 7000 0.003248336160 fedya
-0.0006105337 0.0000100000 0.0 0 0.000078809044 rai
-0.0006105337 0.0000100000 0.0 1000 0.000112278048 rai
-0.0006105337 0.0000100000 0.0 3000 0.000276544354 rai
-0.0006105337 0.0000100000 0.0 5000 0.000692676552 rai
-0.0006105337 0.0000100000 0.0 7000 0.001216293307 rai
-0.0006105337 0.0000100000 -2.0 0 0.000077796637 rai
-0.0006105337 0.0000100000 -2.0 1000 0.000111054996 rai
-0.0006105337 0.0000100000 -2.0 3000 0.000279412491 rai
-0.0006105337 0.0000100000 -2.0 5000 0.000700191458 rai
-0.0006105337 0.0000100000 -2.0 7000 0.001225293057 rai
-0.0006105337 0.0000100000 -4.0 0 0.000077144758 rai
-0.0006105337 0.0000100000 -4.0 1000 0.000111229376 rai
-0.0006105337 0.0000100000 -4.0 3000 0.000277347667 rai
-0.0006105337 0.0000100000 -4.0 5000 0.000702897794 rai
-0.0006105337 0.0000100000 -4.0 7000 0.001227072383 rai
-0.0006105337 0.0000134138 0.0 0 0.000078876479 rai
-0.0006105337 0.0000134138 0.0 1000 0.000110862538 rai
-0.0006105337 0.0000134138 0.0 3000 0.000273630310 rai
-0.0006105337 0.0000134138 0.0 5000 0.000691859475 rai
-0.0006105337 0.0000134138 0.0 7000 0.001216633139 rai
-0.0006105337 0.0000134138 -2.0 0 0.000077491978 rai
-0.0006105337 0.0000134138 -2.0 1000 0.000110774386 rai
-0.0006105337 0.0000134138 -2.0 3000 0.000277227774 rai
-0.0006105337 0.0000134138 -2.0 5000 0.000704845313 rai
-0.0006105337 0.0000134138 -2.0 7000 0.001228185089 rai
-0.0006105337 0.0000134138 -4.0 0 0.000077293691 rai
-0.0006105337 0.0000134138 -4.0 1000 0.000110451500 rai
-0.0006105337 0.0000134138 -4.0 3000 0.000277439013 rai
-0.0006105337 0.0000134138 -4.0 5000 0.000707105548 rai
-0.0006105337 0.0000134138 -4.0 7000 0.001229408006 rai
-0.0006105337 0.0000179929 0.0 0 0.000079284302 rai
-0.0006105337 0.0000179929 0.0 1000 0.000112949222 rai
-0.0006105337 0.0000179929 0.0 3000 0.000277267963 rai
-0.0006105337 0.0000179929 0.0 5000 0.000692979614 rai
-0.0006105337 0.0000179929 0.0 7000 0.001215908123 rai
-0.0006105337 0.0000179929 -2.0 0 0.000076825259 rai
-0.0006105337 0.0000179929 -2.0 1000 0.000109318491 rai
-0.0006105337 0.0000179929 -2.0 3000 0.000279170250 rai
-0.0006105337 0.0000179929 -2.0 5000 0.000709627277 rai
-0.0006105337 0.0000179929 -2.0 7000 0.001231019931 rai
-0.0006105337 0.0000179929 -4.0 0 0.000076547030 rai
-0.0006105337 0.0000179929 -4.0 1000 0.000109780664 rai
-0.0006105337 0.0000179929 -4.0 3000 0.000281077091 rai
-0.0006105337 0.0000179929 -4.0 5000 0.000709882767 rai
-0.0006105337 0.0000179929 -4.0 7000 0.001232490494 rai
-0.0006105337 0.0000241353 0.0 0 0.000079010639 rai
-0.0006105337 0.0000241353 0.0 1000 0.000112073390 rai
-0.0006105337 0.0000241353 0.0 3000 0.000276801899 rai
-0.0006105337 0.0000241353 0.0 5000 0.000692774609 rai
-0.0006105337 0.0000241353 0.0 7000 0.001214937482 rai
-0.0006105337 0.0000241353 -2.0 0 0.000076391890 rai
-0.0006105337 0.0000241353 -2.0 1000 0.000109374467 rai
-0.0006105337 0.0000241353 -2.0 3000 0.000279271915 rai
-0.0006105337 0.0000241353 -2.0 5000 0.000714677140 rai
-0.0006105337 0.0000241353 -2.0 7000 0.001235764019 rai
-0.0006105337 0.0000241353 -4.0 0 0.000076416368 rai
-0.0006105337 0.0000241353 -4.0 1000 0.000109785308 rai
-0.0006105337 0.0000241353 -4.0 3000 0.000280219133 rai
-0.0006105337 0.0000241353 -4.0 5000 0.000716523299 rai
-0.0006105337 0.0000241353 -4.0 7000 0.001236613199 rai
-0.0006105337 0.0000323745 0.0 0 0.000078479972 rai
-0.0006105337 0.0000323745 0.0 1000 0.000111989236 rai
-0.0006105337 0.0000323745 0.0 3000 0.000277913259 rai
-0.0006105337 0.0000323745 0.0 5000 0.000692553093 rai
-0.0006105337 0.0000323745 0.0 7000 0.001212543586 rai
-0.0006105337 0.0000323745 -2.0 0 0.000076225883 rai
-0.0006105337 0.0000323745 -2.0 1000 0.000109030646 rai
-0.0006105337 0.0000323745 -2.0 3000 0.000280630299 rai
-0.0006105337 0.0000323745 -2.0 5000 0.000720973060 rai
-0.0006105337 0.0000323745 -2.0 7000 0.001242116136 rai
-0.0006105337 0.0000323745 -4.0 0 0.000075391610 rai
-0.0006105337 0.0000323745 -4.0 1000 0.000109184969 rai
-0.0006105337 0.0000323745 -4.0 3000 0.000282832712 rai
-0.0006105337 0.0000323745 -4.0 5000 0.000724518747 rai
-0.0006105337 0.0000323745 -4.0 7000 0.001242629715 rai
-0.0006105337 0.0000434264 0.0 0 0.000079120516 rai
-0.0006105337 0.0000434264 0.0 1000 0.000112513355 rai
-0.0006105337 0.0000434264 0.0 3000 0.000279123991 rai
-0.0006105337 0.0000434264 0.0 5000 0.000693922210 rai
-0.0006105337 0.0000434264 0.0 7000 0.001211006922 rai
-0.0006105337 0.0000434264 -2.0 0 0.000075618088 rai
-0.0006105337 0.0000434264 -2.0 1000 0.000108919837 rai
-0.0006105337 0.0000434264 -2.0 3000 0.000285407465 rai
-0.0006105337 0.0000434264 -2.0 5000 0.000731859471 rai
-0.0006105337 0.0000434264 -2.0 7000 0.001248726435 rai
-0.0006105337 0.0000434264 -4.0 0 0.000074606178 rai
-0.0006105337 0.0000434264 -4.0 1000 0.000108070874 rai
-0.0006105337 0.0000434264 -4.0 3000 0.000285100058 rai
-0.0006105337 0.0000434264 -4.0 5000 0.000735610738 rai
-0.0006105337 0.0000434264 -4.0 7000 0.001251155952 rai
-0.0006105337 0.0000582511 0.0 0 0.000079963578 rai
-0.0006105337 0.0000582511 0.0 1000 0.000112680647 rai
-0.0006105337 0.0000582511 0.0 3000 0.000278802484 rai
-0.0006105337 0.0000582511 0.0 5000 0.000694568522 rai
-0.0006105337 0.0000582511 0.0 7000 0.001204672111 rai
-0.0006105337 0.0000582511 -2.0 0 0.000073568627 rai
-0.0006105337 0.0000582511 -2.0 1000 0.000107316346 rai
-0.0006105337 0.0000582511 -2.0 3000 0.000287782732 rai
-0.0006105337 0.0000582511 -2.0 5000 0.000745167532 rai
-0.0006105337 0.0000582511 -2.0 7000 0.001255326761 rai
-0.0006105337 0.0000582511 -4.0 0 0.000072815938 rai
-0.0006105337 0.0000582511 -4.0 1000 0.000107479316 rai
-0.0006105337 0.0000582511 -4.0 3000 0.000288764373 rai
-0.0006105337 0.0000582511 -4.0 5000 0.000750155876 rai
-0.0006105337 0.0000582511 -4.0 7000 0.001259213488 rai
-0.0006105337 0.0000781367 0.0 0 0.000080273755 rai
-0.0006105337 0.0000781367 0.0 1000 0.000113249260 rai
-0.0006105337 0.0000781367 0.0 3000 0.000280834018 rai
-0.0006105337 0.0000781367 0.0 5000 0.000695587785 rai
-0.0006105337 0.0000781367 0.0 7000 0.001198027965 rai
-0.0006105337 0.0000781367 -2.0 0 0.000072963262 rai
-0.0006105337 0.0000781367 -2.0 1000 0.000106686531 rai
-0.0006105337 0.0000781367 -2.0 3000 0.000292920067 rai
-0.0006105337 0.0000781367 -2.0 5000 0.000763213275 rai
-0.0006105337 0.0000781367 -2.0 7000 0.001262717495 rai
-0.0006105337 0.0000781367 -4.0 0 0.000071938094 rai
-0.0006105337 0.0000781367 -4.0 1000 0.000106263229 rai
-0.0006105337 0.0000781367 -4.0 3000 0.000293658942 rai
-0.0006105337 0.0000781367 -4.0 5000 0.000767661275 rai
-0.0006105337 0.0000781367 -4.0 7000 0.001269317045 rai
-0.0006105337 0.0001048107 0.0 0 0.000081185665 rai
-0.0006105337 0.0001048107 0.0 1000 0.000114255556 rai
-0.0006105337 0.0001048107 0.0 3000 0.000284350814 rai
-0.0006105337 0.0001048107 0.0 5000 0.000697391327 rai
-0.0006105337 0.0001048107 0.0 7000 0.001181626162 rai
-0.0006105337 0.0001048107 -2.0 0 0.000070467953 rai
-0.0006105337 0.0001048107 -2.0 1000 0.000104686990 rai
-0.0006105337 0.0001048107 -2.0 3000 0.000299230829 rai
-0.0006105337 0.0001048107 -2.0 5000 0.000783812311 rai
-0.0006105337 0.0001048107 -2.0 7000 0.001270782114 rai
-0.0006105337 0.0001048107 -4.0 0 0.000070043766 rai
-0.0006105337 0.0001048107 -4.0 1000 0.000104134063 rai
-0.0006105337 0.0001048107 -4.0 3000 0.000299536609 rai
-0.0006105337 0.0001048107 -4.0 5000 0.000791421490 rai
-0.0006105337 0.0001048107 -4.0 7000 0.001278075769 rai
-0.0006105337 0.0001405906 0.0 0 0.000083555604 rai
-0.0006105337 0.0001405906 0.0 1000 0.000116811728 rai
-0.0006105337 0.0001405906 0.0 3000 0.000286974132 rai
-0.0006105337 0.0001405906 0.0 5000 0.000700283361 rai
-0.0006105337 0.0001405906 0.0 7000 0.001161177747 rai
-0.0006105337 0.0001405906 -2.0 0 0.000068732679 rai
-0.0006105337 0.0001405906 -2.0 1000 0.000103265846 rai
-0.0006105337 0.0001405906 -2.0 3000 0.000308593046 rai
-0.0006105337 0.0001405906 -2.0 5000 0.000810678826 rai
-0.0006105337 0.0001405906 -2.0 7000 0.001274791311 rai
-0.0006105337 0.0001405906 -4.0 0 0.000068051341 rai
-0.0006105337 0.0001405906 -4.0 1000 0.000102888531 rai
-0.0006105337 0.0001405906 -4.0 3000 0.000310452718 rai
-0.0006105337 0.0001405906 -4.0 5000 0.000823432449 rai
-0.0006105337 0.0001405906 -4.0 7000 0.001283850664 rai
-0.0006105337 0.0001885849 0.0 0 0.000104265066 fedya
-0.0006105337 0.0001885849 0.0 1000 0.000124089003 fedya
-0.0006105337 0.0001885849 0.0 3000 0.000332550916 fedya
-0.0006105337 0.0001885849 0.0 5000 0.000739587791 fedya
-0.0006105337 0.0001885849 0.0 7000 0.001194452020 fedya
-0.0006105337 0.0001885849 -2.0 0 0.000066260040 rai
-0.0006105337 0.0001885849 -2.0 1000 0.000101983515 rai
-0.0006105337 0.0001885849 -2.0 3000 0.000323248689 rai
-0.0006105337 0.0001885849 -2.0 5000 0.000842185477 rai
-0.0006105337 0.0001885849 -2.0 7000 0.001274283568 rai
-0.0006105337 0.0001885849 -4.0 0 0.000065603331 rai
-0.0006105337 0.0001885849 -4.0 1000 0.000100893758 rai
-0.0006105337 0.0001885849 -4.0 3000 0.000326052514 rai
-0.0006105337 0.0001885849 -4.0 5000 0.000856913966 rai
-0.0006105337 0.0001885849 -4.0 7000 0.001287443349 rai
-0.0006105337 0.0002529633 0.0 0 0.000450894857 fedya
-0.0006105337 0.0002529633 0.0 1000 0.000365320266 fedya
-0.0006105337 0.0002529633 0.0 3000 0.000652877264 fedya
-0.0006105337 0.0002529633 0.0 5000 0.001096772997 fedya
-0.0006105337 0.0002529633 0.0 7000 0.001471109160 fedya
-0.0006105337 0.0002529633 -2.0 0 0.000063719475 rai
-0.0006105337 0.0002529633 -2.0 1000 0.000100997867 rai
-0.0006105337 0.0002529633 -2.0 3000 0.000346291717 rai
-0.0006105337 0.0002529633 -2.0 5000 0.000877831403 rai
-0.0006105337 0.0002529633 -2.0 7000 0.001264718987 rai
-0.0006105337 0.0002529633 -4.0 0 0.000061609619 rai
-0.0006105337 0.0002529633 -4.0 1000 0.000098804704 rai
-0.0006105337 0.0002529633 -4.0 3000 0.000351071572 rai
-0.0006105337 0.0002529633 -4.0 5000 0.000894956037 rai
-0.0006105337 0.0002529633 -4.0 7000 0.001282512156 rai
-0.0006105337 0.0003393191 0.0 0 0.001501362904 fedya
-0.0006105337 0.0003393191 0.0 1000 0.001491485009 fedya
-0.0006105337 0.0003393191 0.0 3000 0.002148917790 fedya
-0.0006105337 0.0003393191 0.0 5000 0.002408653350 fedya
-0.0006105337 0.0003393191 0.0 7000 0.002766147340 fedya
-0.0006105337 0.0003393191 -2.0 0 0.000061420696 rai
-0.0006105337 0.0003393191 -2.0 1000 0.000099810895 rai
-0.0006105337 0.0003393191 -2.0 3000 0.000380496588 rai
-0.0006105337 0.0003393191 -2.0 5000 0.000906429498 rai
-0.0006105337 0.0003393191 -2.0 7000 0.001245595834 rai
-0.0006105337 0.0003393191 -4.0 0 0.000058087225 rai
-0.0006105337 0.0003393191 -4.0 1000 0.000095491283 rai
-0.0006105337 0.0003393191 -4.0 3000 0.000384402922 rai
-0.0006105337 0.0003393191 -4.0 5000 0.000928534449 rai
-0.0006105337 0.0003393191 -4.0 7000 0.001267688480 rai
-0.0006105337 0.0004551546 -2.0 0 0.000057686733 fedya
-0.0006105337 0.0004551546 -2.0 1000 0.000097059136 fedya
-0.0006105337 0.0004551546 -2.0 3000 0.000408411263 fedya
-0.0006105337 0.0004551546 -2.0 5000 0.000973630700 fedya
-0.0006105337 0.0004551546 -2.0 7000 0.001269015690 fedya
-0.0006105337 0.0004551546 -4.0 0 0.000054414352 rai
-0.0006105337 0.0004551546 -4.0 1000 0.000095529326 rai
-0.0006105337 0.0004551546 -4.0 3000 0.000431293607 rai
-0.0006105337 0.0004551546 -4.0 5000 0.000956631075 rai
-0.0006105337 0.0004551546 -4.0 7000 0.001239653873 rai
-0.0006105337 0.0006105337 -2.0 0 0.000125752539 fedya
-0.0006105337 0.0006105337 -2.0 1000 0.000198268532 fedya
-0.0006105337 0.0006105337 -2.0 3000 0.000605975119 fedya
-0.0006105337 0.0006105337 -2.0 5000 0.000991345426 fedya
-0.0006105337 0.0006105337 -2.0 7000 0.001279152770 fedya
-0.0006105337 0.0006105337 -4.0 0 0.000050515470 rai
-0.0006105337 0.0006105337 -4.0 1000 0.000094737147 rai
-0.0006105337 0.0006105337 -4.0 3000 0.000486181264 rai
-0.0006105337 0.0006105337 -4.0 5000 0.000969395559 rai
-0.0006105337 0.0006105337 -4.0 7000 0.001197280135 rai
-0.0006105337 0.0008189556 -2.0 0 0.000277857069 fedya
-0.0006105337 0.0008189556 -2.0 1000 0.000493662612 fedya
-0.0006105337 0.0008189556 -2.0 3000 0.000942588468 fedya
-0.0006105337 0.0008189556 -2.0 5000 0.001339292969 fedya
-0.0006105337 0.0008189556 -2.0 7000 0.001583974200 fedya
-0.0006105337 0.0008189556 -4.0 0 0.000046542267 fedya
-0.0006105337 0.0008189556 -4.0 1000 0.000093761480 fedya
-0.0006105337 0.0008189556 -4.0 3000 0.000538500869 fedya
-0.0006105337 0.0008189556 -4.0 5000 0.000984392025 fedya
-0.0006105337 0.0008189556 -4.0 7000 0.001260919960 fedya
-0.0006105337 0.0010985278 -2.0 0 0.000675170459 fedya
-0.0006105337 0.0010985278 -2.0 1000 0.000944181333 fedya
-0.0006105337 0.0010985278 -2.0 3000 0.001690200850 fedya
-0.0006105337 0.0010985278 -2.0 5000 0.001972781580 fedya
-0.0006105337 0.0010985278 -2.0 7000 0.002171661100 fedya
-0.0006105337 0.0010985278 -4.0 0 0.000062657067 fedya
-0.0006105337 0.0010985278 -4.0 1000 0.000110564605 fedya
-0.0006105337 0.0010985278 -4.0 3000 0.000597055193 fedya
-0.0006105337 0.0010985278 -4.0 5000 0.000974223719 fedya
-0.0006105337 0.0010985278 -4.0 7000 0.001133065633 fedya
-0.0006105337 0.0014735393 -2.0 0 0.001311330367 fedya
-0.0006105337 0.0014735393 -2.0 1000 0.001515899219 fedya
-0.0006105337 0.0014735393 -2.0 3000 0.002234791760 fedya
-0.0006105337 0.0014735393 -2.0 5000 0.002815438030 fedya
-0.0006105337 0.0014735393 -2.0 7000 0.002986871300 fedya
-0.0006105337 0.0014735393 -4.0 0 0.000120440073 fedya
-0.0006105337 0.0014735393 -4.0 1000 0.000202670394 fedya
-0.0006105337 0.0014735393 -4.0 3000 0.000695343008 fedya
-0.0006105337 0.0014735393 -4.0 5000 0.001061879448 fedya
-0.0006105337 0.0014735393 -4.0 7000 0.001142732838 fedya
-0.0006105337 0.0019765710 -4.0 0 0.000324158250 fedya
-0.0006105337 0.0019765710 -4.0 1000 0.000493435273 fedya
-0.0006105337 0.0019765710 -4.0 3000 0.001020720401 fedya
-0.0006105337 0.0019765710 -4.0 5000 0.001346587327 fedya
-0.0006105337 0.0019765710 -4.0 7000 0.001450497160 fedya
-0.0006105337 0.0026513259 -4.0 0 0.000686466477 fedya
-0.0006105337 0.0026513259 -4.0 1000 0.001008858424 fedya
-0.0006105337 0.0026513259 -4.0 3000 0.001511730050 fedya
-0.0006105337 0.0026513259 -4.0 5000 0.001786415020 fedya
-0.0006105337 0.0026513259 -4.0 7000 0.001959990050 fedya
-0.0006105337 0.0035564262 -4.0 0 0.000930360955 fedya
-0.0006105337 0.0035564262 -4.0 1000 0.001329634917 fedya
-0.0006105337 0.0035564262 -4.0 3000 0.001953081680 fedya
-0.0006105337 0.0035564262 -4.0 5000 0.002235281370 fedya
-0.0006105337 0.0035564262 -4.0 7000 0.002446300030 fedya
-0.0006105337 0.0047705064 -4.0 0 0.001251404977 fedya
-0.0006105337 0.0047705064 -4.0 1000 0.001633556221 fedya
-0.0006105337 0.0047705064 -4.0 3000 0.002478686940 fedya
-0.0006105337 0.0047705064 -4.0 5000 0.003060371420 fedya
-0.0006105337 0.0047705064 -4.0 7000 0.002851267270 fedya
-0.0006105337 0.0063990452 -4.0 0 0.001546243630 fedya
-0.0006105337 0.0063990452 -4.0 1000 0.002504728300 fedya
-0.0006105337 0.0063990452 -4.0 3000 0.002749234050 fedya
-0.0006105337 0.0063990452 -4.0 5000 0.003309618650 fedya
-0.0006105337 0.0063990452 -4.0 7000 0.003372999770 fedya
-0.0004551546 0.0000100000 0.0 0 0.000106334249 rai
-0.0004551546 0.0000100000 0.0 1000 0.000136695208 rai
-0.0004551546 0.0000100000 0.0 3000 0.000255182105 rai
-0.0004551546 0.0000100000 0.0 5000 0.000519971247 rai
-0.0004551546 0.0000100000 0.0 7000 0.000953485672 rai
-0.0004551546 0.0000100000 -2.0 0 0.000103939926 rai
-0.0004551546 0.0000100000 -2.0 1000 0.000133903746 rai
-0.0004551546 0.0000100000 -2.0 3000 0.000256066331 rai
-0.0004551546 0.0000100000 -2.0 5000 0.000524861893 rai
-0.0004551546 0.0000100000 -2.0 7000 0.000967469559 rai
