mu sigma alpha beta het how
-0.0085835287 0.0000323745 0.0 5000 0.000451931173 rai
-0.0085835287 0.0000323745 0.0 7000 0.000452489983 rai
-0.0085835287 0.0000323745 -2.0 0 0.000005587981 rai
-0.0085835287 0.0000323745 -2.0 1000 0.000443241737 rai
-0.0085835287 0.0000323745 -2.0 3000 0.000452575831 rai
-0.0085835287 0.0000323745 -2.0 5000 0.000451471673 rai
-0.0085835287 0.0000323745 -2.0 7000 0.000450689295 rai
-0.0085835287 0.0000323745 -4.0 0 0.000005605474 rai
-0.0085835287 0.0000323745 -4.0 1000 0.000442056789 rai
-0.0085835287 0.0000323745 -4.0 3000 0.000451710515 rai
-0.0085835287 0.0000323745 -4.0 5000 0.000452224098 rai
-0.0085835287 0.0000323745 -4.0 7000 0.000449846541 rai
-0.0085835287 0.0000434264 0.0 0 0.000005649418 rai
-0.0085835287 0.0000434264 0.0 1000 0.000444352865 rai
-0.0085835287 0.0000434264 0.0 3000 0.000450738240 rai
-0.0085835287 0.0000434264 0.0 5000 0.000451499134 rai
-0.0085835287 0.0000434264 0.0 7000 0.000451117535 rai
-0.0085835287 0.0000434264 -2.0 0 0.000005614715 rai
-0.0085835287 0.0000434264 -2.0 1000 0.000441440145 rai
-0.0085835287 0.0000434264 -2.0 3000 0.000449643403 rai
-0.0085835287 0.0000434264 -2.0 5000 0.000449453896 rai
-0.0085835287 0.0000434264 -2.0 7000 0.000451140066 rai
-0.0085835287 0.0000434264 -4.0 0 0.000005572658 rai
-0.0085835287 0.0000434264 -4.0 1000 0.000442486618 rai
-0.0085835287 0.0000434264 -4.0 3000 0.000450241584 rai
-0.0085835287 0.0000434264 -4.0 5000 0.000451242466 rai
-0.0085835287 0.0000434264 -4.0 7000 0.000451606311 rai
-0.0085835287 0.0000582511 0.0 0 0.000005620370 rai
-0.0085835287 0.0000582511 0.0 1000 0.000444277561 rai
-0.0085835287 0.0000582511 0.0 3000 0.000450924407 rai
-0.0085835287 0.0000582511 0.0 5000 0.000452035149 rai
-0.0085835287 0.0000582511 0.0 7000 0.000453098799 rai
-0.0085835287 0.0000582511 -2.0 0 0.000005549476 rai
-0.0085835287 0.0000582511 -2.0 1000 0.000441456662 rai
-0.0085835287 0.0000582511 -2.0 3000 0.000450752878 rai
-0.0085835287 0.0000582511 -2.0 5000 0.000449627919 rai
-0.0085835287 0.0000582511 -2.0 7000 0.000450946810 rai
-0.0085835287 0.0000582511 -4.0 0 0.000005566315 rai
-0.0085835287 0.0000582511 -4.0 1000 0.000440784329 rai
-0.0085835287 0.0000582511 -4.0 3000 0.000450661752 rai
-0.0085835287 0.0000582511 -4.0 5000 0.000451861874 rai
-0.0085835287 0.0000582511 -4.0 7000 0.000451077770 rai
-0.0085835287 0.0000781367 0.0 0 0.000005610403 rai
-0.0085835287 0.0000781367 0.0 1000 0.000444114173 rai
-0.0085835287 0.0000781367 0.0 3000 0.000452713540 rai
-0.0085835287 0.0000781367 0.0 5000 0.000451965490 rai
-0.0085835287 0.0000781367 0.0 7000 0.000452425342 rai
-0.0085835287 0.0000781367 -2.0 0 0.000005543108 rai
-0.0085835287 0.0000781367 -2.0 1000 0.000441613908 rai
-0.0085835287 0.0000781367 -2.0 3000 0.000451078698 rai
-0.0085835287 0.0000781367 -2.0 5000 0.000449399519 rai
-0.0085835287 0.0000781367 -2.0 7000 0.000450288040 rai
-0.0085835287 0.0000781367 -4.0 0 0.000005568666 rai
-0.0085835287 0.0000781367 -4.0 1000 0.000441293527 rai
-0.0085835287 0.0000781367 -4.0 3000 0.000450887478 rai
-0.0085835287 0.0000781367 -4.0 5000 0.000450011747 rai
-0.0085835287 0.0000781367 -4.0 7000 0.000448910117 rai
-0.0085835287 0.0001048107 0.0 0 0.000005596012 rai
-0.0085835287 0.0001048107 0.0 1000 0.000443283940 rai
-0.0085835287 0.0001048107 0.0 3000 0.000451310179 rai
-0.0085835287 0.0001048107 0.0 5000 0.000451257916 rai
-0.0085835287 0.0001048107 0.0 7000 0.000451635492 rai
-0.0085835287 0.0001048107 -2.0 0 0.000005580797 rai
-0.0085835287 0.0001048107 -2.0 1000 0.000442328084 rai
-0.0085835287 0.0001048107 -2.0 3000 0.000449438181 rai
-0.0085835287 0.0001048107 -2.0 5000 0.000448392976 rai
-0.0085835287 0.0001048107 -2.0 7000 0.000448864828 rai
-0.0085835287 0.0001048107 -4.0 0 0.000005520646 rai
-0.0085835287 0.0001048107 -4.0 1000 0.000441540010 rai
-0.0085835287 0.0001048107 -4.0 3000 0.000450420991 rai
-0.0085835287 0.0001048107 -4.0 5000 0.000449685764 rai
-0.0085835287 0.0001048107 -4.0 7000 0.000449827471 rai
-0.0085835287 0.0001405906 0.0 0 0.000005576911 rai
-0.0085835287 0.0001405906 0.0 1000 0.000442954869 rai
-0.0085835287 0.0001405906 0.0 3000 0.000450957091 rai
-0.0085835287 0.0001405906 0.0 5000 0.000450123379 rai
-0.0085835287 0.0001405906 0.0 7000 0.000451164668 rai
-0.0085835287 0.0001405906 -2.0 0 0.000005535376 rai
-0.0085835287 0.0001405906 -2.0 1000 0.000439729306 rai
-0.0085835287 0.0001405906 -2.0 3000 0.000448459233 rai
-0.0085835287 0.0001405906 -2.0 5000 0.000449477220 rai
-0.0085835287 0.0001405906 -2.0 7000 0.000448027311 rai
-0.0085835287 0.0001405906 -4.0 0 0.000005507283 rai
-0.0085835287 0.0001405906 -4.0 1000 0.000442231366 rai
-0.0085835287 0.0001405906 -4.0 3000 0.000448509526 rai
-0.0085835287 0.0001405906 -4.0 5000 0.000448287513 rai
-0.0085835287 0.0001405906 -4.0 7000 0.000449541795 rai
-0.0085835287 0.0001885849 0.0 0 0.000005607194 rai
-0.0085835287 0.0001885849 0.0 1000 0.000441254574 rai
-0.0085835287 0.0001885849 0.0 3000 0.000451431499 rai
-0.0085835287 0.0001885849 0.0 5000 0.000451624256 rai
-0.0085835287 0.0001885849 0.0 7000 0.000451477573 rai
-0.0085835287 0.0001885849 -2.0 0 0.000005484760 rai
-0.0085835287 0.0001885849 -2.0 1000 0.000440038092 rai
-0.0085835287 0.0001885849 -2.0 3000 0.000448417560 rai
-0.0085835287 0.0001885849 -2.0 5000 0.000447786563 rai
-0.0085835287 0.0001885849 -2.0 7000 0.000448413525 rai
-0.0085835287 0.0001885849 -4.0 0 0.000005500963 rai
-0.0085835287 0.0001885849 -4.0 1000 0.000439778448 rai
-0.0085835287 0.0001885849 -4.0 3000 0.000447509510 rai
-0.0085835287 0.0001885849 -4.0 5000 0.000446983629 rai
-0.0085835287 0.0001885849 -4.0 7000 0.000447753561 rai
-0.0085835287 0.0002529633 0.0 0 0.000005615631 rai
-0.0085835287 0.0002529633 0.0 1000 0.000442792272 rai
-0.0085835287 0.0002529633 0.0 3000 0.000450872240 rai
-0.0085835287 0.0002529633 0.0 5000 0.000450462399 rai
-0.0085835287 0.0002529633 0.0 7000 0.000452003900 rai
-0.0085835287 0.0002529633 -2.0 0 0.000005476240 rai
-0.0085835287 0.0002529633 -2.0 1000 0.000439286863 rai
-0.0085835287 0.0002529633 -2.0 3000 0.000448064524 rai
-0.0085835287 0.0002529633 -2.0 5000 0.000446888896 rai
-0.0085835287 0.0002529633 -2.0 7000 0.000446085658 rai
-0.0085835287 0.0002529633 -4.0 0 0.000005467075 rai
-0.0085835287 0.0002529633 -4.0 1000 0.000438446402 rai
-0.0085835287 0.0002529633 -4.0 3000 0.000445354005 rai
-0.0085835287 0.0002529633 -4.0 5000 0.000447083332 rai
-0.0085835287 0.0002529633 -4.0 7000 0.000447096842 rai
-0.0085835287 0.0003393191 0.0 0 0.000005593204 rai
-0.0085835287 0.0003393191 0.0 1000 0.000443126178 rai
-0.0085835287 0.0003393191 0.0 3000 0.000452686478 rai
-0.0085835287 0.0003393191 0.0 5000 0.000451443967 rai
-0.0085835287 0.0003393191 0.0 7000 0.000452195448 rai
-0.0085835287 0.0003393191 -2.0 0 0.000005443630 rai
-0.0085835287 0.0003393191 -2.0 1000 0.000438831714 rai
-0.0085835287 0.0003393191 -2.0 3000 0.000445755651 rai
-0.0085835287 0.0003393191 -2.0 5000 0.000445055142 rai
-0.0085835287 0.0003393191 -2.0 7000 0.000444989786 rai
-0.0085835287 0.0003393191 -4.0 0 0.000005412590 rai
-0.0085835287 0.0003393191 -4.0 1000 0.000438018221 rai
-0.0085835287 0.0003393191 -4.0 3000 0.000444253903 rai
-0.0085835287 0.0003393191 -4.0 5000 0.000444936473 rai
-0.0085835287 0.0003393191 -4.0 7000 0.000445195753 rai
-0.0085835287 0.0004551546 0.0 0 0.000005586569 rai
-0.0085835287 0.0004551546 0.0 1000 0.000444104934 rai
-0.0085835287 0.0004551546 0.0 3000 0.000452892457 rai
-0.0085835287 0.0004551546 0.0 5000 0.000452621791 rai
-0.0085835287 0.0004551546 0.0 7000 0.000452443319 rai
-0.0085835287 0.0004551546 -2.0 0 0.000005379896 rai
-0.0085835287 0.0004551546 -2.0 1000 0.000437195310 rai
-0.0085835287 0.0004551546 -2.0 3000 0.000443815467 rai
-0.0085835287 0.0004551546 -2.0 5000 0.000442535805 rai
-0.0085835287 0.0004551546 -2.0 7000 0.000443872667 rai
-0.0085835287 0.0004551546 -4.0 0 0.000005403190 rai
-0.0085835287 0.0004551546 -4.0 1000 0.000436610851 rai
-0.0085835287 0.0004551546 -4.0 3000 0.000441925741 rai
-0.0085835287 0.0004551546 -4.0 5000 0.000441937230 rai
-0.0085835287 0.0004551546 -4.0 7000 0.000442284390 rai
-0.0085835287 0.0006105337 0.0 0 0.000005585916 rai
-0.0085835287 0.0006105337 0.0 1000 0.000441960474 rai
-0.0085835287 0.0006105337 0.0 3000 0.000453466411 rai
-0.0085835287 0.0006105337 0.0 5000 0.000453103595 rai
-0.0085835287 0.0006105337 0.0 7000 0.000454436561 rai
-0.0085835287 0.0006105337 -2.0 0 0.000005348702 rai
-0.0085835287 0.0006105337 -2.0 1000 0.000434402035 rai
-0.0085835287 0.0006105337 -2.0 3000 0.000440936696 rai
-0.0085835287 0.0006105337 -2.0 5000 0.000441324208 rai
-0.0085835287 0.0006105337 -2.0 7000 0.000441978935 rai
-0.0085835287 0.0006105337 -4.0 0 0.000005324783 rai
-0.0085835287 0.0006105337 -4.0 1000 0.000434448137 rai
-0.0085835287 0.0006105337 -4.0 3000 0.000440148043 rai
-0.0085835287 0.0006105337 -4.0 5000 0.000438612528 rai
-0.0085835287 0.0006105337 -4.0 7000 0.000438213427 rai
-0.0085835287 0.0008189556 0.0 0 0.000005616808 rai
-0.0085835287 0.0008189556 0.0 1000 0.000442693278 rai
-0.0085835287 0.0008189556 0.0 3000 0.000453318567 rai
-0.0085835287 0.0008189556 0.0 5000 0.000452841767 rai
-0.0085835287 0.0008189556 0.0 7000 0.000450278718 rai
-0.0085835287 0.0008189556 -2.0 0 0.000005260191 rai
-0.0085835287 0.0008189556 -2.0 1000 0.000431542775 rai
-0.0085835287 0.0008189556 -2.0 3000 0.000437124306 rai
-0.0085835287 0.0008189556 -2.0 5000 0.000436216722 rai
-0.0085835287 0.0008189556 -2.0 7000 0.000437102147 rai
-0.0085835287 0.0008189556 -4.0 0 0.000005207584 rai
-0.0085835287 0.0008189556 -4.0 1000 0.000432262553 rai
-0.0085835287 0.0008189556 -4.0 3000 0.000434574362 rai
-0.0085835287 0.0008189556 -4.0 5000 0.000437426988 rai
-0.0085835287 0.0008189556 -4.0 7000 0.000435740431 rai
-0.0085835287 0.0010985278 0.0 0 0.000005708201 rai
-0.0085835287 0.0010985278 0.0 1000 0.000440516939 rai
-0.0085835287 0.0010985278 0.0 3000 0.000455153399 rai
-0.0085835287 0.0010985278 0.0 5000 0.000454512982 rai
-0.0085835287 0.0010985278 0.0 7000 0.000455177556 rai
-0.0085835287 0.0010985278 -2.0 0 0.000005134416 rai
-0.0085835287 0.0010985278 -2.0 1000 0.000428813190 rai
-0.0085835287 0.0010985278 -2.0 3000 0.000433775169 rai
-0.0085835287 0.0010985278 -2.0 5000 0.000432137863 rai
-0.0085835287 0.0010985278 -2.0 7000 0.000434283186 rai
-0.0085835287 0.0010985278 -4.0 0 0.000005122677 rai
-0.0085835287 0.0010985278 -4.0 1000 0.000427690924 rai
-0.0085835287 0.0010985278 -4.0 3000 0.000431825401 rai
-0.0085835287 0.0010985278 -4.0 5000 0.000431766131 rai
-0.0085835287 0.0010985278 -4.0 7000 0.000432429311 rai
-0.0085835287 0.0014735393 0.0 0 0.000005731668 rai
-0.0085835287 0.0014735393 0.0 1000 0.000435045130 rai
-0.0085835287 0.0014735393 0.0 3000 0.000456142312 rai
-0.0085835287 0.0014735393 0.0 5000 0.000458092736 rai
-0.0085835287 0.0014735393 0.0 7000 0.000456608433 rai
-0.0085835287 0.0014735393 -2.0 0 0.000005054164 rai
-0.0085835287 0.0014735393 -2.0 1000 0.000422850682 rai
-0.0085835287 0.0014735393 -2.0 3000 0.000426414375 rai
-0.0085835287 0.0014735393 -2.0 5000 0.000427681256 rai
-0.0085835287 0.0014735393 -2.0 7000 0.000430087377 rai
-0.0085835287 0.0014735393 -4.0 0 0.000004992925 rai
-0.0085835287 0.0014735393 -4.0 1000 0.000422650128 rai
-0.0085835287 0.0014735393 -4.0 3000 0.000426471452 rai
-0.0085835287 0.0014735393 -4.0 5000 0.000424775959 rai
-0.0085835287 0.0014735393 -4.0 7000 0.000426402301 rai
-0.0085835287 0.0019765710 0.0 0 0.000006123598 rai
-0.0085835287 0.0019765710 0.0 1000 0.000426785583 rai
-0.0085835287 0.0019765710 0.0 3000 0.000461426136 rai
-0.0085835287 0.0019765710 0.0 5000 0.000460394244 rai
-0.0085835287 0.0019765710 0.0 7000 0.000461788960 rai
-0.0085835287 0.0019765710 -2.0 0 0.000004866913 rai
-0.0085835287 0.0019765710 -2.0 1000 0.000417054577 rai
-0.0085835287 0.0019765710 -2.0 3000 0.000421793761 rai
-0.0085835287 0.0019765710 -2.0 5000 0.000421642258 rai
-0.0085835287 0.0019765710 -2.0 7000 0.000421194024 rai
-0.0085835287 0.0019765710 -4.0 0 0.000004782206 rai
-0.0085835287 0.0019765710 -4.0 1000 0.000413150234 rai
-0.0085835287 0.0019765710 -4.0 3000 0.000418454911 rai
-0.0085835287 0.0019765710 -4.0 5000 0.000418204190 rai
-0.0085835287 0.0019765710 -4.0 7000 0.000419153268 rai
-0.0085835287 0.0026513259 0.0 0 0.000020765869 fedya
-0.0085835287 0.0026513259 0.0 1000 0.000521799614 fedya
-0.0085835287 0.0026513259 0.0 3000 0.000592946731 fedya
-0.0085835287 0.0026513259 0.0 5000 0.000612586396 fedya
-0.0085835287 0.0026513259 0.0 7000 0.000595218993 fedya
-0.0085835287 0.0026513259 -2.0 0 0.000004707084 rai
-0.0085835287 0.0026513259 -2.0 1000 0.000408752166 rai
-0.0085835287 0.0026513259 -2.0 3000 0.000413972960 rai
-0.0085835287 0.0026513259 -2.0 5000 0.000412217356 rai
-0.0085835287 0.0026513259 -2.0 7000 0.000412997832 rai
-0.0085835287 0.0026513259 -4.0 0 0.000004622906 rai
-0.0085835287 0.0026513259 -4.0 1000 0.000405686265 rai
-0.0085835287 0.0026513259 -4.0 3000 0.000409136892 rai
-0.0085835287 0.0026513259 -4.0 5000 0.000409057556 rai
-0.0085835287 0.0026513259 -4.0 7000 0.000408660843 rai
-0.0085835287 0.0035564262 0.0 0 0.000249255739 fedya
-0.0085835287 0.0035564262 0.0 1000 0.000812793560 fedya
-0.0085835287 0.0035564262 0.0 3000 0.000959576085 fedya
-0.0085835287 0.0035564262 0.0 5000 0.000990044139 fedya
-0.0085835287 0.0035564262 0.0 7000 0.000991554785 fedya
-0.0085835287 0.0035564262 -2.0 0 0.000004562278 rai
-0.0085835287 0.0035564262 -2.0 1000 0.000398639645 rai
-0.0085835287 0.0035564262 -2.0 3000 0.000405205225 rai
-0.0085835287 0.0035564262 -2.0 5000 0.000403628756 rai
-0.0085835287 0.0035564262 -2.0 7000 0.000404657264 rai
-0.0085835287 0.0035564262 -4.0 0 0.000004390514 rai
-0.0085835287 0.0035564262 -4.0 1000 0.000395397252 rai
-0.0085835287 0.0035564262 -4.0 3000 0.000398772422 rai
-0.0085835287 0.0035564262 -4.0 5000 0.000398715137 rai
-0.0085835287 0.0035564262 -4.0 7000 0.000397745757 rai
-0.0085835287 0.0047705064 0.0 0 0.001148367015 fedya
-0.0085835287 0.0047705064 0.0 1000 0.001979756940 fedya
-0.0085835287 0.0047705064 0.0 3000 0.002262767910 fedya
-0.0085835287 0.0047705064 0.0 5000 0.002238983090 fedya
-0.0085835287 0.0047705064 0.0 7000 0.002494066600 fedya
-0.0085835287 0.0047705064 -2.0 0 0.000004394456 rai
-0.0085835287 0.0047705064 -2.0 1000 0.000386043893 rai
-0.0085835287 0.0047705064 -2.0 3000 0.000393011992 rai
-0.0085835287 0.0047705064 -2.0 5000 0.000395274001 rai
-0.0085835287 0.0047705064 -2.0 7000 0.000393644437 rai
-0.0085835287 0.0047705064 -4.0 0 0.000004145664 rai
-0.0085835287 0.0047705064 -4.0 1000 0.000381359226 rai
-0.0085835287 0.0047705064 -4.0 3000 0.000383376305 rai
-0.0085835287 0.0047705064 -4.0 5000 0.000385829323 rai
-0.0085835287 0.0047705064 -4.0 7000 0.000387430766 rai
-0.0085835287 0.0063990452 -2.0 0 0.000004567533 fedya
-0.0085835287 0.0063990452 -2.0 1000 0.000513030802 fedya
-0.0085835287 0.0063990452 -2.0 3000 0.000510980067 fedya
-0.0085835287 0.0063990452 -2.0 5000 0.000517680610 fedya
-0.0085835287 0.0063990452 -2.0 7000 0.000503378066 fedya
-0.0085835287 0.0063990452 -4.0 0 0.000003867504 rai
-0.0085835287 0.0063990452 -4.0 1000 0.000368075267 rai
-0.0085835287 0.0063990452 -4.0 3000 0.000372881630 rai
-0.0085835287 0.0063990452 -4.0 5000 0.000372136279 rai
-0.0085835287 0.0063990452 -4.0 7000 0.000369831016 rai
-0.0085835287 0.0085835287 -2.0 0 0.000060903267 fedya
-0.0085835287 0.0085835287 -2.0 1000 0.000520283730 fedya
-0.0085835287 0.0085835287 -2.0 3000 0.000576747529 fedya
-0.0085835287 0.0085835287 -2.0 5000 0.000564556945 fedya
-0.0085835287 0.0085835287 -2.0 7000 0.000568933474 fedya
-0.0085835287 0.0085835287 -4.0 0 0.000003561041 rai
-0.0085835287 0.0085835287 -4.0 1000 0.000351196870 rai
-0.0085835287 0.0085835287 -4.0 3000 0.000353690112 rai
-0.0085835287 0.0085835287 -4.0 5000 0.000355307997 rai
-0.0085835287 0.0085835287 -4.0 7000 0.000355684042 rai
-0.0085835287 0.0115137436 -2.0 0 0.000215536594 fedya
-0.0085835287 0.0115137436 -2.0 1000 0.000803056105 fedya
-0.0085835287 0.0115137436 -2.0 3000 0.000875998647 fedya
-0.0085835287 0.0115137436 -2.0 5000 0.000844348422 fedya
-0.0085835287 0.0115137436 -2.0 7000 0.000975123116 fedya
-0.0085835287 0.0115137436 -4.0 0 0.000002239467 fedya
-0.0085835287 0.0115137436 -4.0 1000 0.000461741536 fedya
-0.0085835287 0.0115137436 -4.0 3000 0.000485630270 fedya
-0.0085835287 0.0115137436 -4.0 5000 0.000499563799 fedya
-0.0085835287 0.0115137436 -4.0 7000 0.000494755279 fedya
-0.0063990452 0.0000100000 0.0 0 0.000007461700 rai
-0.0063990452 0.0000100000 0.0 1000 0.000453891215 rai
-0.0063990452 0.0000100000 0.0 3000 0.000521845375 rai
-0.0063990452 0.0000100000 0.0 5000 0.000523793495 rai
-0.0063990452 0.0000100000 0.0 7000 0.000522428080 rai
-0.0063990452 0.0000100000 -2.0 0 0.000007483978 rai
-0.0063990452 0.0000100000 -2.0 1000 0.000455286813 rai
-0.0063990452 0.0000100000 -2.0 3000 0.000521662938 rai
-0.0063990452 0.0000100000 -2.0 5000 0.000522983273 rai
-0.0063990452 0.0000100000 -2.0 7000 0.000523496774 rai
-0.0063990452 0.0000100000 -4.0 0 0.000007469543 rai
-0.0063990452 0.0000100000 -4.0 1000 0.000453337749 rai
-0.0063990452 0.0000100000 -4.0 3000 0.000523457448 rai
-0.0063990452 0.0000100000 -4.0 5000 0.000522941175 rai
-0.0063990452 0.0000100000 -4.0 7000 0.000523079399 rai
-0.0063990452 0.0000134138 0.0 0 0.000007446395 rai
-0.0063990452 0.0000134138 0.0 1000 0.000454482067 rai
-0.0063990452 0.0000134138 0.0 3000 0.000524263499 rai
-0.0063990452 0.0000134138 0.0 5000 0.000524318938 rai
-0.0063990452 0.0000134138 0.0 7000 0.000520284780 rai
-0.0063990452 0.0000134138 -2.0 0 0.000007520779 rai
-0.0063990452 0.0000134138 -2.0 1000 0.000456049020 rai
-0.0063990452 0.0000134138 -2.0 3000 0.000522180824 rai
-0.0063990452 0.0000134138 -2.0 5000 0.000523263289 rai
-0.0063990452 0.0000134138 -2.0 7000 0.000522181842 rai
-0.0063990452 0.0000134138 -4.0 0 0.000007432935 rai
-0.0063990452 0.0000134138 -4.0 1000 0.000454790879 rai
-0.0063990452 0.0000134138 -4.0 3000 0.000523964672 rai
-0.0063990452 0.0000134138 -4.0 5000 0.000522671074 rai
-0.0063990452 0.0000134138 -4.0 7000 0.000522387695 rai
-0.0063990452 0.0000179929 0.0 0 0.000007593360 rai
-0.0063990452 0.0000179929 0.0 1000 0.000453507942 rai
-0.0063990452 0.0000179929 0.0 3000 0.000522127179 rai
-0.0063990452 0.0000179929 0.0 5000 0.000524523907 rai
-0.0063990452 0.0000179929 0.0 7000 0.000521158676 rai
-0.0063990452 0.0000179929 -2.0 0 0.000007548655 rai
-0.0063990452 0.0000179929 -2.0 1000 0.000454364700 rai
-0.0063990452 0.0000179929 -2.0 3000 0.000523145363 rai
-0.0063990452 0.0000179929 -2.0 5000 0.000521571385 rai
-0.0063990452 0.0000179929 -2.0 7000 0.000521894699 rai
-0.0063990452 0.0000179929 -4.0 0 0.000007505733 rai
-0.0063990452 0.0000179929 -4.0 1000 0.000454377295 rai
-0.0063990452 0.0000179929 -4.0 3000 0.000522250626 rai
-0.0063990452 0.0000179929 -4.0 5000 0.000522920801 rai
-0.0063990452 0.0000179929 -4.0 7000 0.000523197383 rai
-0.0063990452 0.0000241353 0.0 0 0.000007501484 rai
-0.0063990452 0.0000241353 0.0 1000 0.000455510739 rai
-0.0063990452 0.0000241353 0.0 3000 0.000522594080 rai
-0.0063990452 0.0000241353 0.0 5000 0.000522044526 rai
-0.0063990452 0.0000241353 0.0 7000 0.000524695095 rai
-0.0063990452 0.0000241353 -2.0 0 0.000007518651 rai
-0.0063990452 0.0000241353 -2.0 1000 0.000453994234 rai
-0.0063990452 0.0000241353 -2.0 3000 0.000521892180 rai
-0.0063990452 0.0000241353 -2.0 5000 0.000521975595 rai
-0.0063990452 0.0000241353 -2.0 7000 0.000523217873 rai
-0.0063990452 0.0000241353 -4.0 0 0.000007490746 rai
-0.0063990452 0.0000241353 -4.0 1000 0.000455165832 rai
-0.0063990452 0.0000241353 -4.0 3000 0.000522388595 rai
-0.0063990452 0.0000241353 -4.0 5000 0.000523185683 rai
-0.0063990452 0.0000241353 -4.0 7000 0.000522612597 rai
-0.0063990452 0.0000323745 0.0 0 0.000007515606 rai
-0.0063990452 0.0000323745 0.0 1000 0.000454750807 rai
-0.0063990452 0.0000323745 0.0 3000 0.000521775242 rai
-0.0063990452 0.0000323745 0.0 5000 0.000523677759 rai
-0.0063990452 0.0000323745 0.0 7000 0.000522762507 rai
-0.0063990452 0.0000323745 -2.0 0 0.000007463277 rai
-0.0063990452 0.0000323745 -2.0 1000 0.000454523267 rai
-0.0063990452 0.0000323745 -2.0 3000 0.000521342170 rai
-0.0063990452 0.0000323745 -2.0 5000 0.000520662452 rai
-0.0063990452 0.0000323745 -2.0 7000 0.000520507983 rai
-0.0063990452 0.0000323745 -4.0 0 0.000007532764 rai
-0.0063990452 0.0000323745 -4.0 1000 0.000454931057 rai
-0.0063990452 0.0000323745 -4.0 3000 0.000523543801 rai
-0.0063990452 0.0000323745 -4.0 5000 0.000520752595 rai
-0.0063990452 0.0000323745 -4.0 7000 0.000522447976 rai
-0.0063990452 0.0000434264 0.0 0 0.000007511869 rai
-0.0063990452 0.0000434264 0.0 1000 0.000454389013 rai
-0.0063990452 0.0000434264 0.0 3000 0.000522619835 rai
-0.0063990452 0.0000434264 0.0 5000 0.000522778910 rai
-0.0063990452 0.0000434264 0.0 7000 0.000521886772 rai
-0.0063990452 0.0000434264 -2.0 0 0.000007504093 rai
-0.0063990452 0.0000434264 -2.0 1000 0.000456317455 rai
-0.0063990452 0.0000434264 -2.0 3000 0.000521806504 rai
-0.0063990452 0.0000434264 -2.0 5000 0.000524717169 rai
-0.0063990452 0.0000434264 -2.0 7000 0.000520318496 rai
-0.0063990452 0.0000434264 -4.0 0 0.000007517654 rai
-0.0063990452 0.0000434264 -4.0 1000 0.000455564377 rai
-0.0063990452 0.0000434264 -4.0 3000 0.000523060621 rai
-0.0063990452 0.0000434264 -4.0 5000 0.000522297375 rai
-0.0063990452 0.0000434264 -4.0 7000 0.000521375515 rai
